dataset_index,utt_id,speaker_id,pinyin,syllable_base,tone,speaker_variety,pinyin_variety,pinyin_source,duration_seconds,mean_f0_hz,median_f0_hz,min_f0_hz,max_f0_hz,f0_range_hz,f0_start,f0_25,f0_50,f0_75,f0_end,slope_start_to_mid,slope_mid_to_end,voiced_proportion,slope_start_to_mid_hz_per_s,slope_mid_to_end_hz_per_s,f0_sd_hz,voiced_frames,total_frames,flags
6808,SSB03070027,SSB0307,bie2,bie,2,mainland,mainland,corpus,0.22,173.599,174.113,166.78,178.867,12.0877,174.884,172.167,173.084,174.677,174.728,-2.17068,1.98339,0.882353,-21.8145,19.9234,2.38448,30,34,
6817,SSB03070032,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.28,188.806,187.022,169.919,210.936,41.0168,207.546,199.215,187.022,176.808,172.249,-17.5872,-13.8982,0.893617,-200.235,-144.128,12.3002,42,47,
6822,SSB03070039,SSB0307,ta1,ta,1,mainland,mainland,corpus,0.26,199.657,197.306,180.037,222.649,42.6123,180.268,199.69,191.244,211.685,189.186,9.74508,-1.78327,0.744186,104.531,-19.593,13.22,32,43,
6826,SSB03070044,SSB0307,ta1,ta,1,mainland,mainland,corpus,0.14,213.024,212.565,209.019,218.744,9.72501,216.402,214.675,212.565,210.624,210.113,-17.6989,-11.4745,0.421053,-219.267,-140.073,3.41595,8,19,
6828,SSB03070044,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.26,173.52,190.273,88.963,199.348,110.385,193.743,190.703,192.284,181.878,89.3653,-1.24648,-126.337,1,-13.8967,-980.175,37.5255,43,43,octave_span|frame_jump
6842,SSB03070055,SSB0307,yin1,yin,1,mainland,mainland,corpus,0.2,212.455,212.01,210.444,214.735,4.29031,211.512,210.499,212.008,214.071,214.329,0.600899,2.7926,0.903226,7.35002,34.3851,1.55746,28,31,
6850,SSB03070064,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.18,198.267,196.758,186.004,213.714,27.7099,210.024,206.386,195.765,190.777,190.926,-20.2862,-7.2209,0.925926,-237.649,-80.6393,8.55226,25,27,
6860,SSB03070072,SSB0307,zhe4,zhe,4,mainland,mainland,corpus,0.22,206.113,198.18,192.086,227.958,35.8722,196.691,193.978,196.42,220.765,211.625,-0.289729,15.6461,0.794118,-3.28943,184.301,12.4991,27,34,
6863,SSB03070072,SSB0307,jiu4,jiu,4,mainland,mainland,corpus,0.2,183.977,183.076,176.829,188.823,11.9946,182.803,180.903,186.593,187.634,178.793,4.73719,-9.85683,1,50.5373,-104.001,3.30992,31,31,
6888,SSB03070113,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.16,200.259,200.419,192.062,211.742,19.6796,207.614,203.42,200.419,196.171,193.157,-12.2127,-12.7788,0.913043,-143.905,-145.238,5.08062,21,23,
6893,SSB03070114,SSB0307,dou1,dou,1,mainland,mainland,corpus,0.2,181.378,181.482,176.312,188.286,11.9735,181.651,181.563,184.224,182.421,176.402,3.24664,-10.0157,0.83871,34.3064,-104.3,3.07456,26,31,
6905,SSB03070126,SSB0307,ni3,ni,3,mainland,mainland,corpus,0.3,192.863,195.508,173.11,202.225,29.1145,193.755,200.662,200.894,187.445,174.345,5.01135,-19.6314,1,57.1127,-212.396,9.46949,51,51,
6912,SSB03070128,SSB0307,zai4,zai,4,mainland,mainland,corpus,0.22,195.759,192.359,181.528,228.993,47.4649,182.534,183.721,192.359,208.607,199.574,11.0016,7.72663,1,119.091,87.4515,13.6458,34,34,
6917,SSB03070129,SSB0307,jiu4,jiu,4,mainland,mainland,corpus,0.24,195.42,195.091,183.875,207.824,23.9484,188.523,196.533,193.288,204.029,193.131,5.76109,-0.187643,0.538462,63.5251,-2.09414,5.61886,21,39,
6927,SSB03070142,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.12,200.266,199.488,193.643,209.206,15.563,206.347,204.64,198.947,196.376,194.683,-21.0736,-12.5046,0.928571,-246.646,-142.152,5.05203,13,14,
6932,SSB03070142,SSB0307,wan2,wan,2,mainland,mainland,corpus,0.2,174.992,173.299,168.718,186.902,18.1835,184.972,178.535,172.708,170.51,172.726,-15.8349,0.0231716,1,-163.513,0.231172,5.11152,31,31,
6953,SSB03070156,SSB0307,jiang1,jiang,1,mainland,mainland,corpus,0.28,189.752,189.914,180.405,200.713,20.3082,195.661,185.888,182.392,197.588,189.508,-10.5722,5.76189,1,-115.387,61.8802,6.05741,47,47,
6957,SSB03070157,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.14,193.912,194.579,188.073,199.036,10.9627,197.668,195.603,194.579,191.807,189.276,-6.05834,-10.6311,1,-68.6308,-117.85,3.08156,19,19,
6961,SSB03070161,SSB0307,wo1,wo,1,mainland,mainland,corpus,0.14,199.095,197.619,195.051,215.476,20.4251,204.798,196.643,197.261,198.542,197.085,-14.4246,-0.34466,1,-167.477,-3.92539,4.94787,19,19,
6974,SSB03070171,SSB0307,zai4,zai,4,mainland,mainland,corpus,0.12,218.722,210.344,204.52,253.927,49.4068,237.881,226.428,209.378,206.798,205.955,-88.3828,-11.4147,0.785714,-1140.13,-136.92,17.0042,11,14,
6977,SSB03070180,SSB0307,zai4,zai,4,mainland,mainland,corpus,0.2,193.841,194.24,183.406,200.854,17.4483,200.298,199.961,194.24,189.586,184.771,-8.50691,-13.8447,0.83871,-96.9262,-151.516,5.75314,26,31,
6988,SSB03070193,SSB0307,neng2,neng,2,mainland,mainland,corpus,0.32,194.704,194.728,188.056,201.715,13.6595,200.261,200.347,194.728,188.541,191.115,-3.59272,-2.40196,1,-40.9821,-26.7656,4.69052,55,55,
6991,SSB03070197,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.14,201.918,202.323,196.641,207.056,10.4147,205.524,204.248,202.323,199.339,197.766,-7.2449,-10.5171,0.842105,-85.3365,-121.52,3.12241,16,19,
6998,SSB03070200,SSB0307,wei2,wei,2,mainland,mainland,corpus,0.2,185.265,185.062,184.094,188.624,4.53081,187.159,184.691,185.366,184.253,185.509,-2.22208,0.177557,1,-23.907,1.90187,1.05545,31,31,
7007,SSB03070205,SSB0307,ni2,ni,2,mainland,mainland,corpus,0.14,192.002,191.104,190.546,197.552,7.00638,195.345,191.424,190.863,191.061,190.976,-10.0472,0.256232,0.894737,-112.063,2.8257,2.07849,17,19,
7011,SSB03070208,SSB0307,shi4,shi,4,mainland,mainland,corpus,0.16,196.44,194.333,190.421,206.562,16.1412,193.728,194.473,192.227,204.755,192.447,-2.44909,0.360564,1,-27.2994,4.0058,5.25196,23,23,
7014,SSB03070210,SSB0307,shi4,shi,4,mainland,mainland,corpus,0.32,190.363,191.726,180.125,207.109,26.9838,188.006,181.464,193.604,198.509,195.927,3.76261,1.52964,0.763636,41.466,17.2084,6.92411,42,55,
7031,SSB03070217,SSB0307,wo2,wo,2,mainland,mainland,corpus,0.2,192.425,192.243,187.724,196.369,8.64552,191.75,193.461,190.538,193.825,193.234,-1.46278,3.24315,1,-16.1503,35.9458,2.08994,31,31,
7045,SSB03070234,SSB0307,dao4,dao,4,mainland,mainland,corpus,0.18,177.826,175.979,172.533,194.103,21.5703,177.166,188.781,177.516,173.525,172.676,0.526469,-7.36283,0.888889,5.39295,-74.4626,5.89793,24,27,
7051,SSB03070242,SSB0307,wo2,wo,2,mainland,mainland,corpus,0.16,200.486,197.716,196.922,210.743,13.8207,207.634,203.912,197.716,197.035,197.085,-17.8392,-1.16405,0.869565,-208.801,-13.2728,4.48199,20,23,
7059,SSB03070244,SSB0307,cong2,cong,2,mainland,mainland,corpus,0.3,202.155,200.661,184.01,224.774,40.7643,199.99,200.006,209.085,206.449,185.456,6.15974,-16.6094,1,72.7625,-189.034,9.36032,51,51,
7073,SSB03070260,SSB0307,cong2,cong,2,mainland,mainland,corpus,0.32,200.415,197.957,188.802,218.414,29.612,204.133,197.205,195.621,215.533,189.148,-5.46212,-4.31482,0.872727,-63.0524,-47.9442,8.40122,48,55,
7089,SSB03070271,SSB0307,gai1,gai,1,mainland,mainland,corpus,0.24,201.694,201.084,192.101,212.581,20.4796,205.094,196.847,201.084,207.145,200.81,-3.59824,-0.248524,1,-42.2092,-2.88466,4.92556,39,39,
7110,SSB03070292,SSB0307,he2,he,2,mainland,mainland,corpus,0.22,185.954,185.146,172.721,198.073,25.3527,176.874,191.995,186.599,187.691,178.117,11.2311,-9.76233,1,117.87,-102.812,6.74773,34,34,
7115,SSB03070304,SSB0307,shi4,shi,4,mainland,mainland,corpus,0.44,179.566,178.594,173.895,186.861,12.9653,186.493,181.711,177.345,174.406,183.629,-6.33291,4.38379,0.708861,-66.5326,45.6979,4.19936,56,79,
7136,SSB00110357,SSB0011,jiang1,jiang,1,mainland,mainland,corpus,0.32,236.342,218.381,208.205,294.171,85.966,267.858,223.733,210.084,208.932,279.572,-31.1553,36.6447,0.890909,-427.95,514.725,30.0003,49,55,
7144,SSB00110377,SSB0011,yin1,yin,1,mainland,mainland,corpus,0.16,267.084,266.55,259.117,276.024,16.9068,259.481,261.604,266.55,273.176,275.001,8.46054,9.82532,1,128.528,153.661,5.92837,23,23,
7160,SSB00110386,SSB0011,dao4,dao,4,mainland,mainland,corpus,0.18,214.028,225.329,176.319,236.826,60.5074,179.389,183.97,235.56,231.37,219.64,72.5538,-18.6372,0.888889,864.162,-244.918,23.951,24,27,
7210,SSB03070325,SSB0307,ni3,ni,3,mainland,mainland,corpus,0.14,196.055,194.663,191.457,205.487,14.03,201.719,198.293,194.663,193.217,191.984,-14.5039,-5.6448,0.947368,-166.022,-63.0335,4.03583,18,19,
7215,SSB03070327,SSB0307,zhe4,zhe,4,mainland,mainland,corpus,0.16,230.833,228.083,217.238,248.381,31.1425,245.463,239.177,227.244,222.538,218.958,-38.1483,-18.3724,0.652174,-520.554,-236.735,10.4393,15,23,
7221,SSB03070338,SSB0307,hai2,hai,2,mainland,mainland,corpus,0.2,187.384,189.29,171.618,212.656,41.0384,188.091,190.331,212.239,172.56,174.547,27.8819,-45.1323,1,321.978,-502.565,12.5862,31,31,
7243,SSB03070355,SSB0307,he2,he,2,mainland,mainland,corpus,0.18,180.324,183.594,166.402,195.547,29.1457,185.042,175.176,169.956,188.667,185.023,-22.6512,22.6241,0.888889,-232.097,231.807,7.98608,24,27,
7257,SSB03070365,SSB0307,xiang3,xiang,3,mainland,mainland,corpus,0.22,185.154,189.184,166.869,202.529,35.6601,192.309,191.809,192.908,184.452,167.311,0.652214,-29.8731,0.705882,7.25619,-310.261,11.159,24,34,
7273,SSB03070395,SSB0307,ren2,ren,2,mainland,mainland,corpus,0.18,183.329,181.158,179.634,193.034,13.4001,191.921,185.522,180.838,179.83,181.158,-18.7235,0.556373,0.851852,-201.512,5.81679,4.22356,23,27,
7283,SSB03070407,SSB0307,zai4,zai,4,mainland,mainland,corpus,0.14,204.723,203.202,197.059,219.575,22.516,214.737,209.057,202.213,198.695,197.561,-29.7224,-11.5124,0.789474,-357.809,-132.915,6.99239,15,19,
7290,SSB03070409,SSB0307,ni2,ni,2,mainland,mainland,corpus,0.12,203.435,201.363,199.31,215.699,16.3888,209.306,204.795,201.235,199.622,199.626,-20.9474,-4.27696,1,-248.339,-49.5155,4.97457,14,14,
7295,SSB03070415,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.34,191.949,191.257,188.134,199.836,11.7028,196.797,191.535,189.909,193.296,190.098,-4.2541,0.118901,1,-47.507,1.30494,2.66546,59,59,
7298,SSB03070416,SSB0307,zhe4,zhe,4,mainland,mainland,corpus,0.22,204.527,201.963,193.13,234.644,41.514,223.397,207.912,201.963,195.745,194.299,-31.7495,-12.1786,0.676471,-389.71,-139.36,10.9334,23,34,
7311,SSB03070430,SSB0307,shi4,shi,4,mainland,mainland,corpus,0.18,189.791,188.265,181.761,199.244,17.4826,183.046,184.79,188.265,196.809,198.041,12.9786,23.3691,0.592593,139.172,260.672,6.14649,16,27,
7320,SSB03070444,SSB0307,ni2,ni,2,mainland,mainland,corpus,0.16,200.562,198.921,197.051,211.126,14.0756,208.614,199.541,197.376,198.623,200.097,-23.9663,5.92646,0.73913,-280.944,68.0316,4.57086,17,23,
7330,SSB03070461,SSB0307,bei4,bei,4,mainland,mainland,corpus,0.2,192.574,191.058,190.465,206.35,15.8847,191.157,191.333,190.681,191.424,197.547,-0.574529,8.16473,0.870968,-6.33585,91.5371,3.91826,27,31,
7332,SSB03070462,SSB0307,ni3,ni,3,mainland,mainland,corpus,0.14,196.494,195.007,193.045,203.801,10.7556,201.402,198.608,195.007,194.012,193.653,-13.9656,-3.01521,0.894737,-159.875,-33.8453,3.32151,17,19,
7336,SSB03070471,SSB0307,cong2,cong,2,mainland,mainland,corpus,0.24,202.991,201.46,189.788,215.977,26.1888,205.518,201.489,201.211,209.925,192.874,-3.86022,-7.71127,1,-45.3435,-87.7537,5.51398,39,39,
7354,SSB03070483,SSB0307,ni3,ni,3,mainland,mainland,corpus,0.3,202.345,201.292,193.638,209.945,16.3068,204.808,199.993,196.381,206.772,209.683,-5.93785,9.26258,0.980392,-68.7905,108.589,4.96848,50,51,
7358,SSB03070488,SSB0307,ni2,ni,2,mainland,mainland,corpus,0.18,202.805,203.798,192.495,212.693,20.1979,193.053,196.442,203.798,208.417,212.361,17.8618,13.5718,0.814815,204.673,163.098,7.04818,22,27,
7368,SSB03070504,SSB0307,wo3,wo,3,mainland,mainland,corpus,0.12,194.687,193.692,190.446,202.692,12.2459,198.34,196.44,193.692,192.263,191.465,-14.9295,-7.28094,0.857143,-169.029,-80.9905,3.58998,12,14,
7374,SSB03070509,SSB0307,ni2,ni,2,mainland,mainland,corpus,0.16,197.894,197.537,196.659,200.582,3.9232,199.287,197.537,196.719,197.427,199.506,-4.49051,4.8715,0.913043,-51.3576,55.7456,1.25041,21,23,
7382,SSB03070511,SSB0307,he2,he,2,mainland,mainland,corpus,0.16,186.138,184.143,175.021,214.366,39.3455,184.482,178.416,179.704,198.723,186.025,-8.25932,10.8816,1,-86.8675,114.927,11.0497,23,23,
7389,SSB03090013,SSB0309,geng4,geng,4,mainland,mainland,corpus,0.28,257.725,287.172,203.659,298.096,94.4375,204.29,218.712,289.745,293.716,289.527,52.6087,-0.113137,0.680851,743.089,-1.89279,40.9473,32,47,
7396,SSB03090022,SSB0309,lai2,lai,2,mainland,mainland,corpus,0.18,156.411,166.42,88.6809,175.648,86.967,89.2903,171.065,165.631,164.275,172.492,164.565,10.8106,1,1174.47,105.555,28.7097,27,27,frame_jump
7410,SSB03090035,SSB0309,zai4,zai,4,mainland,mainland,corpus,0.22,220.672,235.413,178.129,275.465,97.3361,185.389,179.627,268.676,258.734,241.591,77.8635,-22.2978,0.970588,1009.54,-328.296,39.1576,33,34,
7420,SSB03090047,SSB0309,zai4,zai,4,mainland,mainland,corpus,0.28,254.693,241.511,220.422,303.302,82.88,225.174,241.511,230.492,298.63,276.534,3.51378,27.4168,0.893617,46.2397,400.371,28.9005,42,47,
7438,SSB03090095,SSB0309,cong3,cong,3,mainland,mainland,corpus,0.16,211.971,211.609,202.297,219.983,17.6858,218.46,218.131,211.609,207.04,204.354,-22.0652,-24.1589,0.478261,-274.047,-290.203,6.36534,11,23,
7451,SSB03090335,SSB0309,que4,que,4,mainland,mainland,corpus,0.22,209.609,210.449,182.638,243.271,60.6334,188.19,184.751,213.892,236.693,226.335,26.8641,11.8659,0.705882,311.536,150.825,24.3004,24,34,
7453,SSB03090335,SSB0309,qi2,qi,2,mainland,mainland,corpus,0.3,180.303,171.285,168.052,220.986,52.9336,169.18,171.294,170.77,205.734,196.571,1.29586,19.4876,0.529412,12.7228,206.409,16.5885,27,51,
7484,SSB03090379,SSB0309,jiang3,jiang,3,mainland,mainland,corpus,0.24,183.303,181.604,176.041,193.372,17.3311,181.268,182.282,184.174,187.048,176.845,2.89848,-7.40032,0.923077,30.591,-77.1498,4.94924,36,39,
7488,SSB03090383,SSB0309,zai4,zai,4,mainland,mainland,corpus,0.18,281.061,278.278,263.991,311.378,47.3872,296.912,285.365,278.278,272.659,266.968,-34.5262,-22.1017,0.518519,-573.353,-347.993,13.3129,14,27,
7496,SSB03090386,SSB0309,ye3,ye,3,mainland,mainland,corpus,0.2,188.269,186.662,184.388,199.66,15.2717,197.878,187.529,185.216,186.768,186.579,-15.2647,1.693,1,-168.83,18.1791,4.41864,31,31,
7500,SSB03090392,SSB0309,wo3,wo,3,mainland,mainland,corpus,0.22,208.614,205.144,202.933,239.945,37.0127,225.758,209.01,203.766,205.142,204.446,-23.6589,0.769886,0.911765,-293.235,9.07666,8.30996,31,34,
7502,SSB03090392,SSB0309,ni3,ni,3,mainland,mainland,corpus,0.26,210.021,211.446,183.757,253.724,69.9667,246.312,221.239,211.446,186.717,183.821,-25.1652,-23.0843,1,-332.054,-263.095,21.8467,43,43,
7503,SSB03090392,SSB0309,zui4,zui,4,mainland,mainland,corpus,0.26,234.566,184.053,176.148,310.515,134.367,176.781,181.39,179.79,303.244,283.934,2.78311,75.3415,0.744186,28.6603,991.841,59.5205,32,43,
7511,SSB03090398,SSB0309,jiang1,jiang,1,mainland,mainland,corpus,0.24,158.452,153.281,145.677,186.539,40.8622,147.147,150.563,154.896,171.679,161.655,9.3529,7.7827,0.871795,81.5708,71.1414,11.1642,34,39,
7519,SSB03090424,SSB0309,zhe4,zhe,4,mainland,mainland,corpus,0.16,280.63,283.009,261.73,303.417,41.6869,283.32,284.228,283.813,276.473,266.663,0.859619,-30.8305,0.652174,14.0801,-489.996,9.66541,15,23,
7530,SSB03090433,SSB0309,guo4,guo,4,mainland,mainland,corpus,0.46,188.887,166.679,136.447,301.075,164.627,144.005,276.989,186.804,161.988,141.935,21.9751,-23.1976,0.975904,208.776,-218.872,49.7591,81,83,octave_span
7531,SSB03090439,SSB0309,bing4,bing,4,mainland,mainland,corpus,0.22,295.176,303.916,259.874,334.983,75.1092,316.545,305.93,303.538,283.07,261.29,-9.68554,-34.5959,0.911765,-173.43,-563.303,19.0628,31,34,
7538,SSB03090439,SSB0309,he2,he,2,mainland,mainland,corpus,0.2,170.783,169.812,155.409,197.35,41.9407,164.108,170.763,175.697,171.61,156.689,15.7498,-26.4287,1,154.508,-253.43,9.78743,31,31,
7547,SSB03090442,SSB0309,jiang3,jiang,3,mainland,mainland,corpus,0.2,203.897,202.224,190.085,231.134,41.0491,221.045,210.19,202.224,194.754,191.25,-28.0102,-17.5628,0.741935,-342.185,-199.532,11.1461,23,31,
7554,SSB03090457,SSB0309,ke3,ke,3,mainland,mainland,corpus,0.2,289.154,208.434,189.326,479.731,290.404,478.66,478.638,212.649,192.938,189.794,-295.713,-41.441,0.612903,-5600.24,-481.151,132.944,19,31,octave_span
7561,SSB03090457,SSB0309,zai4,zai,4,mainland,mainland,corpus,0.26,191.279,230.062,140.615,240.03,99.4151,142.623,141.411,141.162,239.406,234.263,-1.6979,83.5178,0.627907,-13.9159,886.679,48.8529,27,43,
7566,SSB03160001,SSB0316,deng3,deng,3,mainland,mainland,corpus,0.12,138.941,137.722,135.467,145.829,10.3622,141.066,139.637,137.722,136.634,136.326,-23.734,-10.0786,0.571429,-191.091,-79.7699,3.58286,8,14,
7593,SSB03160038,SSB0316,wei4,wei,4,mainland,mainland,corpus,0.14,217.131,217.449,208.088,222.278,14.1892,215.42,219.751,220.989,217.449,211.957,10.3971,-16.998,0.947368,131.038,-212.512,3.95135,18,19,
7606,SSB03160045,SSB0316,que4,que,4,mainland,mainland,corpus,0.32,194.733,196.903,180.414,208.721,28.307,197.187,197.619,190.588,208.721,191.544,-4.36511,0.641727,0.690909,-48.8817,7.08234,5.3912,38,55,
7611,SSB03160049,SSB0316,er2,er,2,mainland,mainland,corpus,0.14,163.708,161.967,155.29,174.141,18.8518,157.853,160.276,161.967,167.346,171.021,13.7037,28.9769,0.736842,126.571,278.604,5.71948,14,19,
7624,SSB03160065,SSB0316,ni3,ni,3,mainland,mainland,corpus,0.18,151.833,151.695,145.056,163.29,18.2334,158.601,154.531,151.695,147.906,145.89,-14.6797,-12.8665,0.814815,-131.533,-110.568,4.76274,22,27,
7626,SSB03160065,SSB0316,wo2,wo,2,mainland,mainland,corpus,0.16,165.12,163.507,160.714,174.293,13.5799,172.686,164.169,161.148,162.705,168.728,-21.7672,14.4692,1,-209.785,137.827,4.35364,23,23,
7640,SSB03160188,SSB0316,yao4,yao,4,mainland,mainland,corpus,0.18,175.807,175.559,161.719,190.967,29.248,189.227,179.995,175.559,170.98,163.097,-19.9686,-19.6105,1,-210.28,-191.719,7.88169,27,27,
7642,SSB03160189,SSB0316,shei2,shei,2,mainland,mainland,corpus,0.18,147.842,147.984,146.444,148.956,2.51166,148.398,147.984,147.984,147.984,148.398,-6.44224,6.44224,0.148148,-55.1445,55.1445,1.09194,4,27,low_voicing
7653,SSB03160211,SSB0316,wo3,wo,3,mainland,mainland,corpus,0.14,147.614,144.538,141.342,165.844,24.5018,161.884,149.805,144.074,141.874,141.353,-57.6504,-9.4309,0.789474,-508.846,-77.7408,7.79999,15,19,
7660,SSB03160212,SSB0316,zai4,zai,4,mainland,mainland,corpus,0.2,136.418,135.656,127.209,146.255,19.0466,130.987,130.984,135.656,142.565,139.406,8.08385,6.2955,1,62.2468,50.009,5.63314,31,31,
7671,SSB03160219,SSB0316,shi4,shi,4,mainland,mainland,corpus,0.18,127.319,170.064,69.2147,171.205,101.99,69.3819,69.3819,170.832,171.018,170.896,239.99,0.100003,0.259259,1560.77,0.986974,54.1681,7,27,octave_span|low_voicing
7678,SSB03160223,SSB0316,ta1,ta,1,mainland,mainland,corpus,0.32,145.98,140.797,118.546,180.996,62.4502,146.391,133.38,120.6,170.235,175.002,-24.8525,47.7452,0.8,-191.04,402.972,23.0192,44,55,
7687,SSB03160241,SSB0316,ta1,ta,1,mainland,mainland,corpus,0.14,148.846,143.669,140.81,167.43,26.6199,141.535,142.766,142.31,158.412,162.923,2.10074,52.0406,1,17.2213,458.064,10.016,19,19,
7690,SSB03160241,SSB0316,bing4,bing,4,mainland,mainland,corpus,0.24,139.411,133.495,122.056,162.099,40.0429,128.895,125.108,123.119,158.898,148.616,-8.35442,34.2986,0.948718,-60.7966,268.384,15.5131,37,39,
7693,SSB03160256,SSB0316,wo2,wo,2,mainland,mainland,corpus,0.18,149.182,146.99,144.782,159.125,14.3433,158.32,150.676,145.574,145.12,149.417,-26.4197,8.20163,0.851852,-231.744,69.8712,4.73067,23,27,
7701,SSB03160273,SSB0316,qu4,qu,4,mainland,mainland,corpus,0.24,197.04,189.301,179.07,239.387,60.3169,185.544,191.462,188.954,237.557,235.373,3.31949,40.0309,0.641026,35.9024,488.618,19.551,25,39,
7732,SSB03160321,SSB0316,rang4,rang,4,mainland,mainland,corpus,0.14,163.195,162.411,157.665,175.167,17.502,170.355,163.738,162.411,160.07,158.443,-19.4545,-10.0741,0.947368,-186.935,-93.3481,4.74531,18,19,
7741,SSB03160327,SSB0316,yao4,yao,4,mainland,mainland,corpus,0.12,163.547,163.886,158.693,164.903,6.20964,162.21,163.786,164.007,164.619,164.7,5.87071,2.24415,1,55.3104,21.3046,1.65337,14,14,
7743,SSB03160327,SSB0316,zhe4,zhe,4,mainland,mainland,corpus,0.16,159.599,159.828,151.143,170.049,18.9063,152.092,152.365,170.049,168.245,160.944,35.1287,-17.3234,0.695652,326.492,-165.56,7.44058,16,23,
7745,SSB03160333,SSB0316,da4,da,4,mainland,mainland,corpus,0.16,189.875,190.156,180.938,196.771,15.8331,196.198,194.695,189.372,185.27,182.335,-20.4346,-21.8525,0.565217,-227.53,-234.565,5.42582,13,23,
7753,SSB03160372,SSB0316,jiu4,jiu,4,mainland,mainland,corpus,0.14,190.661,193.019,178.894,199.206,20.3118,196.226,194.818,193.625,186.193,183.025,-9.23837,-38.9909,0.578947,-104.016,-424.034,6.64262,11,19,
7763,SSB00110455,SSB0011,shi4,shi,4,mainland,mainland,corpus,0.2,300.412,300.241,297.767,303.016,5.2486,301.466,300.241,300.241,300.241,299.293,-7.0458,-5.47641,0.16129,-122.442,-94.8252,2.4118,5,31,low_voicing
7779,SSB00120008,SSB0012,ba1,ba,1,mainland,mainland,corpus,0.34,228.791,227.589,212.001,258.625,46.624,252.575,224.881,216.507,230.652,227.244,-18.397,5.77875,0.79661,-248.744,74.0462,11.8742,47,59,
7781,SSB00120008,SSB0012,jian3,jian,3,mainland,mainland,corpus,0.26,208.304,207.825,193.242,226.642,33.3999,211.784,215.172,208.466,203.369,194.746,-2.60391,-11.2246,1,-31.6038,-130.663,8.27713,43,43,
7788,SSB00120019,SSB0012,ba2,ba,2,mainland,mainland,corpus,0.36,226.926,225.628,211.685,243.34,31.6546,214.399,224.435,223.475,236.299,234.152,4.63082,5.21284,0.936508,58.5543,68.8845,7.38218,59,63,
7798,SSB00120037,SSB0012,kan4,kan,4,mainland,mainland,corpus,0.2,268.541,271.292,255.024,275.286,20.2628,272.472,274.219,273.112,264.396,257.971,0.903642,-21.9435,0.612903,14.2388,-336.484,6.53008,19,31,
7802,SSB00120059,SSB0012,ni3,ni,3,mainland,mainland,corpus,0.16,236.901,237.427,226.886,253.603,26.7172,233.055,233.721,237.608,239.307,235.456,6.0891,-2.86346,1,82.7683,-39.1221,5.19714,23,23,
7816,SSB00120067,SSB0012,deng3,deng,3,mainland,mainland,corpus,0.22,256.553,263.524,224.701,271.938,47.2369,267.134,269.286,263.524,246.947,227.03,-2.85567,-31.28,1,-43.7654,-442.349,14.3543,34,34,
7819,SSB00120068,SSB0012,ni2,ni,2,mainland,mainland,corpus,0.3,257.761,260.638,231.253,276.685,45.4315,244.585,241.475,258.986,274.278,275.811,8.08507,8.89534,0.980392,117.555,137.348,15.6774,50,51,
7828,SSB03160394,SSB0316,you2,you,2,mainland,mainland,corpus,0.18,203.075,200.978,191.625,221.013,29.3882,219.842,211.574,197.92,191.79,198.723,-27.9781,1.07893,1,-337.258,12.3597,10.4987,27,27,
7832,SSB03160394,SSB0316,zai4,zai,4,mainland,mainland,corpus,0.16,159.77,153.963,146.61,178.645,32.0353,154.201,151.679,147.847,178.504,178.294,-13.2442,58.9429,0.826087,-115.519,553.586,13.0799,19,23,
7842,SSB03160401,SSB0316,jiu4,jiu,4,mainland,mainland,corpus,0.44,151.789,147.226,139.546,189.121,49.5749,155.122,140.798,156.916,153.48,140.015,1.02086,-10.1176,0.822785,9.19987,-86.6722,12.7437,65,79,
7860,SSB03160432,SSB0316,you3,you,3,mainland,mainland,corpus,0.2,179.871,183.725,148.49,196.415,47.9246,194.071,195.55,183.725,171.78,149.935,-12.6462,-46.9145,1,-137.951,-450.54,15.4807,31,31,
7867,SSB03160450,SSB0316,wo2,wo,2,mainland,mainland,corpus,0.2,161.29,164.53,149.389,170.314,20.9249,151.9,151.876,164.53,168.139,168.504,26.3391,7.86961,0.709677,240.581,75.6895,7.75641,22,31,
7888,SSB03160489,SSB0316,shir4,shir,4,mainland,mainland,corpus,0.32,126.656,128.949,116.254,135.054,18.7995,133.858,125.944,117.777,131.805,127.833,-22.7263,14.5483,0.618182,-164.938,103.14,6.11535,34,55,
7891,SSB03160495,SSB0316,wo3,wo,3,mainland,mainland,corpus,0.16,161.641,161.859,156.897,166.561,9.66395,162.821,162.585,161.856,161.185,158.44,-2.93782,-10.5523,0.652174,-27.548,-97.6106,2.19767,15,23,
7907,SSB03160498,SSB0316,shir4,shir,4,mainland,mainland,corpus,0.32,121.473,121.073,104.217,141.194,36.9767,134.012,122.672,107.511,104.672,140.292,-38.1453,46.0737,0.618182,-265.009,327.809,12.7308,34,55,
7911,SSB03160507,SSB0316,wo2,wo,2,mainland,mainland,corpus,0.12,150.353,148.79,144.19,163.833,19.6427,155.685,147.624,145.376,147.65,151.485,-36.497,21.926,1,-317.217,187.96,5.97316,14,14,
